Topic,ID,Start Time,File Size (MB),File Count,Total Views,Total Downloads,Last Accessed,Auto Delete Status,Auto Delete Date
Tuhfa Reading,893 556 039,"Nov 17, 2021 07:00:27 PM",216.1733,3,0,5,"Apr 9, 2023 11:02:28 AM",false,
Tuhfa Reading,893 556 039,"Nov 10, 2021 06:59:45 PM",85.6570,3,0,4,"Apr 9, 2023 11:02:29 AM",false,
Tuhfa Reading,893 556 039,"Nov 3, 2021 07:58:38 PM",220.4015,3,0,5,"Apr 9, 2023 11:01:41 AM",false,
Tuhfa Reading,893 556 039,"Oct 27, 2021 08:00:22 PM",190.1746,3,0,5,"Apr 9, 2023 11:01:42 AM",false,
Tuhfa Reading,893 556 039,"Oct 20, 2021 08:01:01 PM",187.1779,2,0,5,"Apr 9, 2023 11:01:44 AM",false,
Tuhfa Reading,893 556 039,"Oct 13, 2021 08:02:22 PM",228.4745,3,0,4,"Apr 9, 2023 11:01:45 AM",false,
Tuhfa Reading,893 556 039,"Oct 6, 2021 08:00:34 PM",234.5473,3,0,5,"Apr 9, 2023 11:01:46 AM",false,
Tuhfa Reading,893 556 039,"Sep 22, 2021 07:59:27 PM",102.5002,3,0,5,"Apr 9, 2023 11:01:48 AM",false,
Tuhfa Reading,893 556 039,"Sep 15, 2021 08:00:38 PM",172.2987,3,0,5,"Apr 9, 2023 11:01:50 AM",false,
Tuhfa Reading,893 556 039,"Sep 8, 2021 08:01:23 PM",135.0773,3,0,4,"Apr 9, 2023 11:01:51 AM",false,
Tuhfa Reading,893 556 039,"Sep 1, 2021 08:00:36 PM",144.8536,3,0,5,"Apr 9, 2023 11:01:52 AM",false,
Tuhfa Reading,893 556 039,"Aug 25, 2021 08:00:43 PM",210.7862,3,0,5,"Apr 9, 2023 11:01:54 AM",false,
Tuhfa Reading,893 556 039,"Aug 18, 2021 07:58:47 PM",198.9466,2,1,5,"Apr 9, 2023 11:01:55 AM",false,
Tuhfa Reading,893 556 039,"Aug 11, 2021 07:59:47 PM",0.4184,2,0,1,"Apr 9, 2023 11:01:57 AM",false,
Tuhfa Reading,893 556 039,"Aug 4, 2021 08:00:13 PM",0.2685,2,0,1,"Apr 9, 2023 11:01:59 AM",false,
Tuhfa Reading,893 556 039,"Jul 28, 2021 08:02:28 PM",12.8478,2,0,3,"Apr 9, 2023 11:02:00 AM",false,
Tuhfa Reading,893 556 039,"Jul 21, 2021 07:59:21 PM",114.7284,2,0,4,"Apr 9, 2023 11:02:02 AM",false,
Tuhfa Reading,893 556 039,"Jul 14, 2021 08:01:42 PM",132.4765,2,0,5,"Apr 9, 2023 11:01:08 AM",false,
Tuhfa Reading,893 556 039,"Jul 7, 2021 07:58:16 PM",0.2230,2,0,1,"Apr 9, 2023 11:01:10 AM",false,
Tuhfa Reading,893 556 039,"Jun 30, 2021 08:00:01 PM",50.2774,3,0,6,"Apr 9, 2023 11:01:11 AM",false,
Tuhfa Reading,893 556 039,"Jun 23, 2021 08:00:30 PM",7.7304,3,0,1,"Apr 9, 2023 11:01:13 AM",false,
Tuhfa Reading,893 556 039,"Jun 16, 2021 07:57:42 PM",187.7855,3,0,5,"Apr 9, 2023 11:01:14 AM",false,
Tuhfa Reading,893 556 039,"Jun 9, 2021 07:58:43 PM",0.1282,2,0,1,"Apr 9, 2023 11:01:15 AM",false,
Tuhfa Reading,893 556 039,"Jun 2, 2021 07:57:06 PM",171.2832,3,0,4,"Apr 9, 2023 11:01:17 AM",false,
Tuhfa Reading,893 556 039,"May 26, 2021 08:01:14 PM",232.3264,3,0,4,"Apr 9, 2023 11:01:19 AM",false,
Tuhfa Reading,893 556 039,"May 19, 2021 07:58:07 PM",0.0721,2,0,1,"Apr 9, 2023 11:01:21 AM",false,
Tuhfa Reading,893 556 039,"Apr 29, 2021 04:59:19 AM",166.5564,2,0,5,"Apr 9, 2023 11:01:22 AM",false,
Tuhfa Reading,893 556 039,"Apr 22, 2021 05:00:14 AM",157.8695,2,0,5,"Apr 9, 2023 11:01:23 AM",false,
Tuhfa Reading,893 556 039,"Apr 15, 2021 04:58:51 AM",149.8274,3,0,5,"Apr 9, 2023 11:01:25 AM",false,
Tuhfa Reading,893 556 039,"Apr 7, 2021 07:59:01 PM",112.2908,2,0,4,"Apr 9, 2023 11:01:27 AM",false,
Tuhfa Reading,893 556 039,"Mar 31, 2021 07:57:08 PM",154.5328,3,0,4,"Apr 9, 2023 11:01:29 AM",false,
Tuhfa Reading,893 556 039,"Mar 24, 2021 07:59:04 PM",199.5259,2,0,6,"Apr 9, 2023 11:01:31 AM",false,
Tuhfa Reading,893 556 039,"Mar 17, 2021 07:59:52 PM",193.8343,2,0,4,"Apr 9, 2023 11:00:26 AM",false,
Tuhfa Reading,893 556 039,"Mar 10, 2021 06:58:02 PM",148.3486,3,0,4,"Apr 9, 2023 11:00:27 AM",false,
Tuhfa Reading,893 556 039,"Mar 3, 2021 06:59:28 PM",232.8085,3,0,4,"Apr 9, 2023 11:00:29 AM",false,
Tuhfa Reading,893 556 039,"Feb 24, 2021 06:57:33 PM",172.1795,3,0,4,"Apr 9, 2023 11:00:31 AM",false,
Tuhfa Reading,893 556 039,"Feb 17, 2021 07:00:09 PM",0.3535,2,0,2,"Apr 9, 2023 11:00:33 AM",false,
Tuhfa Reading,893 556 039,"Feb 10, 2021 07:00:34 PM",211.5518,2,0,4,"Apr 9, 2023 11:00:35 AM",false,
Tuhfa Reading,893 556 039,"Feb 3, 2021 07:00:44 PM",199.4736,2,0,5,"Apr 9, 2023 11:00:37 AM",false,
Tuhfa Reading,893 556 039,"Jan 27, 2021 07:00:01 PM",106.8320,2,0,5,"Apr 9, 2023 11:00:38 AM",false,
Tuhfa Reading,893 556 039,"Jan 20, 2021 07:02:17 PM",152.2306,2,0,5,"Apr 9, 2023 11:00:40 AM",false,
Tuhfa Reading,893 556 039,"Jan 13, 2021 06:58:14 PM",0.0270,1,0,1,"Apr 9, 2023 11:00:43 AM",false,
Tuhfa Reading,893 556 039,"Jan 6, 2021 06:56:47 PM",118.6326,2,0,6,"Apr 9, 2023 11:00:48 AM",false,
Tuhfa Reading,893 556 039,"Dec 30, 2020 06:59:59 PM",150.0641,2,0,6,"Apr 9, 2023 11:00:53 AM",false,
Tuhfa Reading,893 556 039,"Dec 23, 2020 06:59:10 PM",121.0239,2,0,5,"Apr 9, 2023 11:00:55 AM",false,
Tuhfa Reading,893 556 039,"Dec 16, 2020 06:58:55 PM",154.5093,2,0,5,"Apr 9, 2023 11:00:56 AM",false,
Tuhfa Reading,893 556 039,"Dec 9, 2020 06:59:49 PM",0.1252,2,0,1,"Apr 9, 2023 11:00:58 AM",false,
Tuhfa Reading,893 556 039,"Dec 2, 2020 06:59:07 PM",219.1303,3,0,6,"Apr 9, 2023 10:57:54 AM",false,
Tuhfa Reading,893 556 039,"Nov 25, 2020 06:58:14 PM",173.5528,2,0,4,"Apr 9, 2023 10:57:56 AM",false,
Tuhfa Reading,893 556 039,"Nov 18, 2020 06:54:58 PM",131.5838,2,0,4,"Apr 9, 2023 10:57:57 AM",false,
Tuhfa Reading,893 556 039,"Nov 11, 2020 06:57:51 PM",158.9429,2,0,4,"Apr 9, 2023 10:57:58 AM",false,
Tuhfa Reading,893 556 039,"Nov 4, 2020 06:48:37 PM",43.0181,2,0,5,"Apr 9, 2023 10:58:00 AM",false,
Tuhfa Reading,893 556 039,"Oct 28, 2020 07:59:43 PM",118.2958,2,0,6,"Apr 9, 2023 10:58:02 AM",false,
Tuhfa Reading,893 556 039,"Oct 21, 2020 07:56:10 PM",167.5882,2,0,7,"Apr 9, 2023 10:58:03 AM",false,
Tuhfa Reading,893 556 039,"Oct 14, 2020 07:57:03 PM",85.8835,2,0,7,"Apr 9, 2023 10:58:05 AM",false,
Tuhfa Reading,893 556 039,"Oct 6, 2020 07:54:51 PM",146.0191,2,0,8,"Apr 9, 2023 10:58:10 AM",false,
Tuhfa Reading,893 556 039,"Oct 6, 2020 07:07:35 PM",0.0807,2,0,1,"Apr 9, 2023 10:58:08 AM",false,
Tuhfa Reading,893 556 039,"Oct 6, 2020 08:29:30 AM",0.0613,2,0,1,"Apr 9, 2023 10:58:11 AM",false,
Tuhfa Reading,893 556 039,"Sep 30, 2020 08:00:06 PM",71.0966,2,0,4,"Apr 9, 2023 10:58:13 AM",false,
Tuhfa Reading,893 556 039,"Sep 24, 2020 07:02:39 AM",0.2958,2,0,2,"Apr 9, 2023 10:58:20 AM",false,
Tuhfa Reading,893 556 039,"Sep 23, 2020 07:59:09 PM",85.8683,3,0,4,"Apr 9, 2023 10:58:21 AM",false,
Tuhfa Reading,893 556 039,"Sep 23, 2020 07:46:57 PM",0.0274,2,0,2,"Apr 9, 2023 10:58:28 AM",false,
Tuhfa Reading,893 556 039,"Sep 16, 2020 07:59:00 PM",73.5829,3,0,8,"Apr 9, 2023 10:57:15 AM",false,
Tuhfa Reading,893 556 039,"Sep 10, 2020 03:36:40 AM",0.0923,2,0,1,"Apr 9, 2023 10:57:16 AM",false,
Tuhfa Reading,893 556 039,"Sep 9, 2020 09:10:24 PM",0.0360,2,0,1,"Apr 9, 2023 10:57:18 AM",false,
Tuhfa Reading,893 556 039,"Sep 9, 2020 07:57:55 PM",1.3979,2,0,1,"Apr 9, 2023 10:57:19 AM",false,
Tuhfa Reading,893 556 039,"Sep 9, 2020 04:54:17 PM",3.7834,2,0,1,"Apr 9, 2023 10:57:20 AM",false,
Tuhfa Reading,893 556 039,"Sep 4, 2020 07:12:22 AM",0.3134,2,0,1,"Apr 9, 2023 10:57:22 AM",false,
Tuhfa Reading,893 556 039,"Sep 2, 2020 07:54:08 PM",81.5280,2,0,5,"Apr 9, 2023 10:57:24 AM",false,
Tuhfa Reading,893 556 039,"Aug 27, 2020 06:16:46 AM",0.4550,2,0,1,"Apr 9, 2023 10:57:26 AM",false,
Tuhfa Reading,893 556 039,"Aug 27, 2020 05:56:47 AM",2.1723,2,0,1,"Apr 9, 2023 10:57:27 AM",false,
Tuhfa Reading,893 556 039,"Aug 27, 2020 05:48:46 AM",0.5523,2,0,1,"Apr 9, 2023 10:57:30 AM",false,
Tuhfa Reading,893 556 039,"Aug 20, 2020 05:53:00 AM",14.0072,2,0,1,"Apr 9, 2023 10:57:32 AM",false,
Tuhfa Reading,893 556 039,"Aug 13, 2020 06:35:22 AM",0.1483,2,0,1,"Apr 9, 2023 10:57:34 AM",false,
Tuhfa Reading,893 556 039,"Aug 13, 2020 05:51:05 AM",1.8685,2,0,1,"Apr 9, 2023 10:57:35 AM",false,
Tuhfa Reading,893 556 039,"Aug 13, 2020 05:29:32 AM",0.0249,2,0,1,"Apr 9, 2023 10:57:44 AM",false,
Tuhfa Reading,893 556 039,"Aug 13, 2020 05:05:43 AM",0.0291,2,0,1,"Apr 9, 2023 10:57:47 AM",false,
Tuhfa Reading,893 556 039,"Aug 6, 2020 05:57:26 AM",71.2903,3,0,5,"Apr 9, 2023 10:56:47 AM",false,
Tuhfa Reading,893 556 039,"Aug 6, 2020 05:19:10 AM",0.0343,2,0,1,"Apr 9, 2023 10:56:48 AM",false,
Tuhfa Reading,893 556 039,"Jul 23, 2020 06:00:44 AM",58.1516,2,0,5,"Apr 9, 2023 10:56:50 AM",false,
Tuhfa Reading,893 556 039,"Jul 23, 2020 04:55:42 AM",0.6204,2,0,1,"Apr 9, 2023 10:56:51 AM",false,
Tuhfa Reading,893 556 039,"Jul 16, 2020 06:42:11 AM",2.3148,2,0,2,"Apr 9, 2023 10:56:56 AM",false,
Tuhfa Reading,893 556 039,"Jul 16, 2020 05:59:14 AM",6.7973,3,0,1,"Apr 9, 2023 10:56:54 AM",false,
Tuhfa Reading,893 556 039,"Jul 9, 2020 06:30:44 AM",6.2635,2,0,1,"Apr 9, 2023 10:56:57 AM",false,
Tuhfa Reading,893 556 039,"Jul 9, 2020 06:29:45 AM",0.0429,2,0,1,"Apr 9, 2023 10:56:59 AM",false,
Tuhfa Reading,893 556 039,"Jul 9, 2020 05:08:43 AM",12.9547,2,0,1,"Apr 9, 2023 10:57:00 AM",false,
Tuhfa Reading,893 556 039,"Jul 9, 2020 04:34:34 AM",0.0826,2,0,1,"Apr 9, 2023 10:57:02 AM",false,
Tuhfa Reading,893 556 039,"Jul 2, 2020 08:46:03 AM",0.0267,2,0,1,"Apr 9, 2023 10:57:04 AM",false,
Tuhfa Reading,893 556 039,"Jul 2, 2020 08:45:06 AM",0.1242,2,0,1,"Apr 9, 2023 10:57:05 AM",false,
Tuhfa Reading,893 556 039,"Jul 2, 2020 05:51:15 AM",66.1050,2,0,4,"Apr 9, 2023 10:57:07 AM",false,
Tuhfa Reading,893 556 039,"Jul 2, 2020 05:10:56 AM",0.0282,2,0,1,"Apr 9, 2023 10:57:08 AM",false,
Tuhfa Reading,893 556 039,"Jun 25, 2020 09:52:12 AM",6.2469,2,0,1,"Apr 9, 2023 10:57:10 AM",false,
Tuhfa Reading,893 556 039,"Jun 25, 2020 05:58:24 AM",77.5904,3,1,4,"Apr 9, 2023 10:56:06 AM",false,
Tuhfa Reading,893 556 039,"Jun 25, 2020 05:20:24 AM",0.0196,2,0,1,"Apr 9, 2023 10:56:08 AM",false,
Tuhfa Reading,893 556 039,"Jun 25, 2020 04:42:47 AM",0.1061,2,0,1,"Apr 9, 2023 10:56:09 AM",false,
Tuhfa Reading,893 556 039,"Jun 18, 2020 08:35:57 AM",0.0259,2,0,1,"Apr 9, 2023 10:56:11 AM",false,
Tuhfa Reading,893 556 039,"Jun 18, 2020 05:59:54 AM",72.5015,3,0,4,"Apr 9, 2023 10:56:13 AM",false,
Tuhfa Reading,893 556 039,"Jun 18, 2020 03:24:57 AM",20.9783,2,0,2,"Apr 9, 2023 10:56:15 AM",false,
Tuhfa Reading,893 556 039,"Jun 18, 2020 03:24:19 AM",0.0602,2,0,1,"Apr 9, 2023 10:56:16 AM",false,
Tuhfa Reading,893 556 039,"Jun 11, 2020 06:11:05 AM",0.0123,2,0,1,"Apr 9, 2023 10:56:18 AM",false,
Tuhfa Reading,893 556 039,"Jun 11, 2020 05:32:08 AM",0.0286,2,0,1,"Apr 9, 2023 10:56:20 AM",false,
Tuhfa Reading,893 556 039,"Jun 11, 2020 05:26:03 AM",0.0706,2,0,1,"Apr 9, 2023 10:56:21 AM",false,
Tuhfa Reading,893 556 039,"Jun 11, 2020 04:33:36 AM",0.1050,2,0,1,"Apr 9, 2023 10:56:26 AM",false,
Tuhfa Reading,893 556 039,"Jun 11, 2020 04:33:18 AM",0.0149,2,0,1,"Apr 9, 2023 10:56:28 AM",false,
Tuhfa Reading,893 556 039,"Jun 4, 2020 07:03:48 AM",0.0306,2,0,2,"Apr 9, 2023 10:56:34 AM",false,
Tuhfa Reading,893 556 039,"Jun 4, 2020 05:56:05 AM",14.8994,3,0,2,"Apr 9, 2023 10:56:36 AM",false,
Tuhfa Reading,893 556 039,"Jun 4, 2020 04:33:33 AM",0.0854,2,0,1,"Apr 9, 2023 10:56:38 AM",false,
Tuhfa Reading,893 556 039,"May 29, 2020 04:30:35 AM",3.4625,2,0,1,"Apr 9, 2023 10:52:45 AM",false,
Tuhfa Reading,893 556 039,"May 28, 2020 05:58:24 AM",6.0138,3,0,3,"Apr 9, 2023 10:52:52 AM",false,
Tuhfa Reading,893 556 039,"May 21, 2020 05:59:04 AM",53.8635,3,0,5,"Apr 9, 2023 10:53:14 AM",false,
Tuhfa Reading,893 556 039,"May 21, 2020 04:58:36 AM",0.0324,2,0,2,"Apr 9, 2023 10:53:16 AM",false,
Tuhfa Reading,893 556 039,"May 14, 2020 05:58:51 AM",91.3651,2,1,4,"Apr 9, 2023 10:53:18 AM",false,
Tuhfa Reading,893 556 039,"May 7, 2020 05:51:21 AM",57.1884,3,0,5,"Apr 9, 2023 10:53:22 AM",false,
Tuhfa Reading,893 556 039,"May 2, 2020 06:16:56 AM",61.5541,2,0,3,"Apr 9, 2023 09:46:00 AM",false,
Tuhfa Reading,893 556 039,"May 2, 2020 05:59:14 AM",10.6351,2,0,3,"Apr 9, 2023 10:53:23 AM",false,
Tuhfa Reading,893 556 039,"Apr 30, 2020 05:20:59 AM",70.1969,2,0,4,"Apr 9, 2023 10:53:27 AM",false,
Tuhfa Reading,893 556 039,"Apr 23, 2020 05:56:59 AM",69.0568,3,0,4,"Apr 9, 2023 10:53:33 AM",false,
Tuhfa Reading,893 556 039,"Apr 16, 2020 07:59:51 AM",76.1838,3,0,4,"Apr 9, 2023 10:53:34 AM",false,
Tuhfa Reading,893 556 039,"Apr 9, 2020 08:21:21 AM",72.3081,3,0,5,"Apr 9, 2023 10:53:36 AM",false,
Tuhfa Reading,893 556 039,"Apr 2, 2020 07:55:26 AM",27.4638,2,0,4,"Apr 9, 2023 10:53:37 AM",false,
Tuhfa Reading,893 556 039,"Mar 26, 2020 08:14:41 AM",80.1158,3,0,4,"Apr 9, 2023 10:53:38 AM",false,
Tuhfa Reading,893 556 039,"Mar 19, 2020 08:29:48 AM",87.1435,3,0,4,"Apr 9, 2023 10:53:40 AM",false,
Tuhfa Reading,893 556 039,"Mar 12, 2020 08:28:35 AM",65.8418,2,0,4,"Apr 9, 2023 10:42:28 AM",false,
Tuhfa Reading,893 556 039,"Mar 5, 2020 07:24:27 AM",81.6638,2,0,4,"Apr 9, 2023 10:42:30 AM",false,
Tuhfa Reading,893 556 039,"Feb 27, 2020 07:27:46 AM",42.7664,3,0,5,"Apr 9, 2023 10:42:33 AM",false,
Tuhfa Reading,893 556 039,"Feb 20, 2020 07:24:50 AM",63.1041,3,0,4,"Apr 9, 2023 10:42:34 AM",false,
Tuhfa Reading,893 556 039,"Jan 23, 2020 07:31:07 AM",35.0651,3,0,4,"Apr 9, 2023 10:42:36 AM",false,
Tuhfa Reading,893 556 039,"Jan 2, 2020 06:54:56 AM",63.9799,3,0,5,"Apr 9, 2023 10:42:38 AM",false,
Tuhfa Reading,893 556 039,"Dec 26, 2019 07:23:02 AM",67.2951,3,0,5,"Apr 9, 2023 10:42:40 AM",false,
Tuhfa Reading,893 556 039,"Dec 19, 2019 07:33:58 AM",58.3144,2,0,4,"Apr 9, 2023 10:42:41 AM",false,
Tuhfa Reading,893 556 039,"Dec 12, 2019 07:24:58 AM",72.0118,2,0,5,"Apr 9, 2023 10:42:43 AM",false,
Tuhfa Reading,893 556 039,"Nov 28, 2019 07:11:37 AM",53.1598,3,0,5,"Apr 9, 2023 10:42:45 AM",false,
Tuhfa Reading,893 556 039,"Nov 21, 2019 07:06:52 AM",79.4465,2,0,4,"Apr 9, 2023 10:42:47 AM",false,
Tuhfa Reading,893 556 039,"Nov 14, 2019 06:55:56 AM",57.1839,3,0,4,"Apr 9, 2023 10:42:49 AM",false,
Tuhfa Reading,893 556 039,"Nov 7, 2019 07:13:07 AM",76.6499,3,3,4,"Apr 9, 2023 10:42:51 AM",false,
Tuhfa Reading,893 556 039,"Oct 31, 2019 08:30:02 AM",67.1758,3,1,4,"Apr 9, 2023 10:42:52 AM",false,
Tuhfa Reading,893 556 039,"Oct 10, 2019 08:30:06 AM",50.6984,2,0,5,"Apr 9, 2023 10:42:54 AM",false,
Tuhfa Reading,893 556 039,"Oct 3, 2019 08:25:50 AM",58.2685,3,0,4,"Apr 9, 2023 10:41:34 AM",false,
Tuhfa Reading,893 556 039,"Sep 26, 2019 08:29:25 AM",90.5527,2,0,4,"Apr 9, 2023 10:41:36 AM",false,
Tuhfa Reading,893 556 039,"Sep 12, 2019 08:27:20 AM",60.3640,3,0,4,"Apr 9, 2023 10:41:38 AM",false,
Tuhfa Reading,893 556 039,"Sep 5, 2019 08:31:18 AM",47.7617,3,0,4,"Apr 9, 2023 10:41:39 AM",false,
Tuhfa Reading,893 556 039,"Aug 29, 2019 08:30:06 AM",76.7613,3,0,5,"Apr 9, 2023 10:41:40 AM",false,
Tuhfa Reading,893 556 039,"Aug 22, 2019 08:30:07 AM",92.1730,3,0,4,"Apr 9, 2023 10:41:42 AM",false,
Tuhfa Reading,893 556 039,"Aug 8, 2019 08:25:26 AM",77.0535,3,0,4,"Apr 9, 2023 10:41:43 AM",false,
Tuhfa Reading,893 556 039,"Aug 1, 2019 07:50:02 AM",60.1114,3,1,4,"Apr 9, 2023 10:41:44 AM",false,
Tuhfa Reading,893 556 039,"Jul 25, 2019 07:55:13 AM",71.0375,3,0,4,"Apr 9, 2023 10:41:46 AM",false,
Tuhfa Reading,893 556 039,"Jul 18, 2019 08:20:39 AM",64.3671,3,0,4,"Apr 9, 2023 10:41:47 AM",false,
Tuhfa Reading,893 556 039,"Jul 11, 2019 08:24:51 AM",63.3434,3,0,4,"Apr 9, 2023 10:41:50 AM",false,
Tuhfa Reading,893 556 039,"Jun 27, 2019 07:00:34 AM",42.4173,3,0,4,"Apr 9, 2023 10:41:51 AM",false,
Tuhfa Reading,893 556 039,"Jun 20, 2019 07:00:00 AM",62.4184,2,0,6,"Apr 9, 2023 10:41:53 AM",false,
Tuhfa Reading,893 556 039,"May 16, 2019 06:49:40 AM",56.2444,3,0,4,"Apr 9, 2023 10:41:55 AM",false,
Tuhfa Reading,893 556 039,"May 9, 2019 07:01:56 AM",47.1617,3,0,4,"Apr 9, 2023 10:42:04 AM",false,
Tuhfa Reading,893 556 039,"May 2, 2019 06:57:36 AM",50.8566,3,1,5,"Apr 9, 2023 10:39:55 AM",false,
Tuhfa Reading,893 556 039,"Apr 25, 2019 06:53:29 AM",58.6254,3,0,5,"Apr 9, 2023 10:39:52 AM",false,
Tuhfa Reading,893 556 039,"Apr 18, 2019 05:58:04 AM",102.2346,3,0,4,"Apr 9, 2023 10:39:51 AM",false,
Tuhfa Reading,893 556 039,"Apr 4, 2019 07:36:51 AM",59.6175,2,0,4,"Apr 9, 2023 10:39:49 AM",false,
Tuhfa Reading,893 556 039,"Apr 4, 2019 06:55:11 AM",8.0231,3,0,3,"Apr 9, 2023 10:39:47 AM",false,
Tuhfa Reading,862 029 727,"Mar 21, 2019 06:53:44 AM",26.5675,3,0,4,"Apr 9, 2023 10:39:46 AM",false,
Tuhfa Reading,862 029 727,"Mar 14, 2019 06:55:24 AM",70.3032,3,0,4,"Apr 9, 2023 10:39:44 AM",false,
Tuhfa Reading,862 029 727,"Mar 7, 2019 05:50:00 AM",57.4112,3,0,5,"Apr 9, 2023 10:39:43 AM",false,
Tuhfa Reading,862 029 727,"Feb 28, 2019 05:55:37 AM",73.6893,3,0,3,"Apr 9, 2023 10:39:38 AM",false,
